Turbo Boost disabled for all CPUs
2
../quartz/scripts/../build/src/lib/libnvmemul.so
../quartz/scripts/../nvmemul.ini

===== B-Tree App Output =====

NOT FOUND 879854226107424288, t = (nil)
NOT FOUND 1613940752289462473, t = (nil)
NOT FOUND 423725529901426869, t = (nil)
NOT FOUND 3138299555227973495, t = (nil)
NOT FOUND 557973226079663931, t = (nil)
NOT FOUND 2254449835790096739, t = (nil)
NOT FOUND 1980881061399924566, t = (nil)
NOT FOUND 6663847250864141326, t = (nil)
NOT FOUND 1041422533335204160, t = (nil)
NOT FOUND 1714629234659488050, t = (nil)
NOT FOUND 6671760958114615371, t = (nil)
NOT FOUND 654669389423427073, t = (nil)
NOT FOUND 4096533716424357055, t = (nil)
NOT FOUND 1833093023597944158, t = (nil)
NOT FOUND 4569154167945817802, t = (nil)
NOT FOUND 5602731730390425879, t = (nil)
NOT FOUND 1582547728406952894, t = (nil)
NOT FOUND 670391292167823863, t = (nil)
NOT FOUND 3434201605509539843, t = (nil)
NOT FOUND 7105655211851065675, t = (nil)
NOT FOUND 1180822425793091721, t = (nil)
NOT FOUND 8821147759107346713, t = (nil)
NOT FOUND 4820019763516553945, t = (nil)
NOT FOUND 7361065230816385287, t = (nil)
NOT FOUND 2184596622405992471, t = (nil)
NOT FOUND 5686880934901734150, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 431903182425189241, t = (nil)
NOT FOUND 4294684056473309817, t = (nil)
NOT FOUND 4781974647073402329, t = (nil)
NOT FOUND 4277165477847363619, t = (nil)
NOT FOUND 7361065230816385287, t = (nil)
NOT FOUND 9046159941465537734, t = (nil)
NOT FOUND 3598735357546604996, t = (nil)
NOT FOUND 1288873716322172275, t = (nil)
NOT FOUND 7825456483418943354, t = (nil)
NOT FOUND 3253599769605156904, t = (nil)
NOT FOUND 2872201581719046294, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 7280483536145307786, t = (nil)
NOT FOUND 9200725729420267157, t = (nil)
NOT FOUND 4504610286053266630, t = (nil)
NOT FOUND 3958485164686386874, t = (nil)
NOT FOUND 8544700314492703733, t = (nil)
NOT FOUND 3070242393922815120, t = (nil)
NOT FOUND 1762461782348267562, t = (nil)
NOT FOUND 5504912140113786413, t = (nil)
NOT FOUND 4440327802033979383, t = (nil)
NOT FOUND 9154898151092953773, t = (nil)
NOT FOUND 8085994125883243767, t = (nil)
NOT FOUND 6863816458821100481, t = (nil)
NOT FOUND 6607323552603576302, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 73092303598849908, t = (nil)
NOT FOUND 6489243653769308867, t = (nil)
NOT FOUND 7972064247121301942, t = (nil)
NOT FOUND 1041349127981604014, t = (nil)
NOT FOUND 5333569308013487159, t = (nil)
NOT FOUND 7506938020866717763, t = (nil)
NOT FOUND 4390884279030771037, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 5137857940989543090, t = (nil)
NOT FOUND 6400118394841947210, t = (nil)
NOT FOUND 1371038004100404049, t = (nil)
NOT FOUND 4900970032721714383, t = (nil)
NOT FOUND 3717577041130060784, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 7192508300078397857, t = (nil)
NOT FOUND 3007998007212841984, t = (nil)
NOT FOUND 797159774751158197, t = (nil)
NOT FOUND 270106806073595650, t = (nil)
NOT FOUND 2178375941944966043, t = (nil)
NOT FOUND 6255759218912773409, t = (nil)
NOT FOUND 345107174658209013, t = (nil)
NOT FOUND 6979506593267186725, t = (nil)
NOT FOUND 2373786327308548363, t = (nil)
NOT FOUND 5858750995356008417, t = (nil)
NOT FOUND 9033549560382289250, t = (nil)
NOT FOUND 8945477858978456028, t = (nil)
NOT FOUND 3441912287873933661, t = (nil)
NOT FOUND 7651407048261630216, t = (nil)
NOT FOUND 6304071161429095169, t = (nil)
NOT FOUND 249900637232976397, t = (nil)
NOT FOUND 6539536760936231033, t = (nil)
NOT FOUND 107099495440964870, t = (nil)
NOT FOUND 4166726672281295790, t = (nil)
NOT FOUND 3899982855703894505, t = (nil)
NOT FOUND 2909696974946466400, t = (nil)
NOT FOUND 3007998007212841984, t = (nil)
NOT FOUND 4435209406887883704, t = (nil)
NOT FOUND 1869659998358250757, t = (nil)
NOT FOUND 4716694584145590725, t = (nil)
NOT FOUND 4348270590976899916, t = (nil)
NOT FOUND 5873215841070908616, t = (nil)
NOT FOUND 161984714840892854, t = (nil)
NOT FOUND 1304515180073363492, t = (nil)
NOT FOUND 4943462859399327604, t = (nil)
NOT FOUND 6308090575186722365, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 5552464207350800378, t = (nil)
NOT FOUND 2224335835846013057, t = (nil)
NOT FOUND 851120125793614018, t = (nil)
NOT FOUND 627299002000088156, t = (nil)
NOT FOUND 6795269013863043202, t = (nil)
NOT FOUND 135123047338653387, t = (nil)
NOT FOUND 1088922970802566102, t = (nil)
NOT FOUND 7496627881887756911, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 2783964964800512629, t = (nil)
NOT FOUND 2394523445962236962, t = (nil)
NOT FOUND 6552720533866322728, t = (nil)
NOT FOUND 3891000610892482034, t = (nil)
NOT FOUND 26742369380350436, t = (nil)
NOT FOUND 2280733335801137508, t = (nil)
NOT FOUND 1818432937650043575, t = (nil)
NOT FOUND 9147253291332858626, t = (nil)
NOT FOUND 7798921363878022160, t = (nil)
NOT FOUND 2786973042337898190, t = (nil)
NOT FOUND 5982667074001928829, t = (nil)
NOT FOUND 5292057201239408158, t = (nil)
NOT FOUND 6093494825162646050, t = (nil)
NOT FOUND 4575489349203095136, t = (nil)
NOT FOUND 7358117987300463169, t = (nil)
NOT FOUND 5915558999593024970, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 9063659955449751151, t = (nil)
NOT FOUND 7618719734251623080, t = (nil)
NOT FOUND 8535806064586646169, t = (nil)
NOT FOUND 4219549615572289756, t = (nil)
NOT FOUND 8527744779993634010, t = (nil)
NOT FOUND 1430801445898251542, t = (nil)
NOT FOUND 6912667162291927807, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 2280733335801137508, t = (nil)
NOT FOUND 7825456483418943354, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 7143549534534754007, t = (nil)
NOT FOUND 5173720539500521637, t = (nil)
NOT FOUND 5948226882297655716, t = (nil)
NOT FOUND 6279450757637956448, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 7459821782037200182, t = (nil)
NOT FOUND 2133834860049142069, t = (nil)
NOT FOUND 8984978514301706569, t = (nil)
NOT FOUND 240224994739550267, t = (nil)
NOT FOUND 7722796941731037923, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 6288010848852449684, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 6609373358544636237, t = (nil)
NOT FOUND 4207455985318433951, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 7067659285002979535, t = (nil)
NOT FOUND 4503261746837092261, t = (nil)
NOT FOUND 7401827011752426964, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 8983164461816785274, t = (nil)
NOT FOUND 4734602437127566888, t = (nil)
NOT FOUND 5235744831617838241, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 2557036637944044607, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 3563910094261252675, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 6556810581056112650, t = (nil)
NOT FOUND 273880883864803849, t = (nil)
NOT FOUND 6224333131383029115, t = (nil)
NOT FOUND 2284252290341716389, t = (nil)
NOT FOUND 7743779024409026437, t = (nil)
NOT FOUND 3875789853407019775, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 5199795521637654617, t = (nil)
NOT FOUND 368649035539400320, t = (nil)
NOT FOUND 6607646782356029946, t = (nil)
NOT FOUND 8711988211057239489, t = (nil)
NOT FOUND 3548329882526198472, t = (nil)
NOT FOUND 3166213431101695295, t = (nil)
NOT FOUND 7856371099757312708, t = (nil)
NOT FOUND 1872061372280680341, t = (nil)
NOT FOUND 5217513035710055973, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 8494283860522406364, t = (nil)
NOT FOUND 2471487418101542999, t = (nil)
NOT FOUND 9197100016805035300, t = (nil)
NOT FOUND 7977447937377460914, t = (nil)
NOT FOUND 6681941860884993954, t = (nil)
NOT FOUND 7121791795233914009, t = (nil)
NOT FOUND 1594942578497085586, t = (nil)
NOT FOUND 1174786179578851496, t = (nil)
NOT FOUND 4791524803928124737, t = (nil)
NOT FOUND 3114288786868814099, t = (nil)
NOT FOUND 5050620245733310986, t = (nil)
NOT FOUND 2286697188296805736, t = (nil)
NOT FOUND 7197658787438308914, t = (nil)
NOT FOUND 62678712114675651, t = (nil)
NOT FOUND 3302962778577524516, t = (nil)
NOT FOUND 6866723400408478096, t = (nil)
NOT FOUND 8908889788780160175, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 1189509299017695493, t = (nil)
NOT FOUND 5602731730390425879, t = (nil)
NOT FOUND 1819751428914176090, t = (nil)
NOT FOUND 376542374044556277, t = (nil)
NOT FOUND 7474091599481087018, t = (nil)
NOT FOUND 8939270548261781599, t = (nil)
NOT FOUND 6303807934340918944, t = (nil)
NOT FOUND 4477677223238413346, t = (nil)
NOT FOUND 7210558597897219394, t = (nil)
NOT FOUND 6596262844009460011, t = (nil)
NOT FOUND 8906702667638350136, t = (nil)
NOT FOUND 1974130702682679410, t = (nil)
NOT FOUND 7031591205640432565, t = (nil)
NOT FOUND 3494827104718062965, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 7224775204223909722, t = (nil)
NOT FOUND 2373786327308548363, t = (nil)
NOT FOUND 4060218782769280730, t = (nil)
NOT FOUND 518195567102459057, t = (nil)
NOT FOUND 8685780615176461047, t = (nil)
NOT FOUND 6546573256272965569, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 3424389609737291077, t = (nil)
NOT FOUND 4996322646571457891, t = (nil)
NOT FOUND 671688523421241110, t = (nil)
NOT FOUND 7488980167244356256, t = (nil)
NOT FOUND 869383942499869075, t = (nil)
NOT FOUND 4223232886803863668, t = (nil)
NOT FOUND 4811968299359589719, t = (nil)
NOT FOUND 3449276008408226578, t = (nil)
NOT FOUND 1535605573871834139, t = (nil)
NOT FOUND 8431369211742890459, t = (nil)
NOT FOUND 1842132479518942137, t = (nil)
NOT FOUND 6516898673943179749, t = (nil)
NOT FOUND 6216762703350574210, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 1276571199878853528, t = (nil)
NOT FOUND 7798921363878022160, t = (nil)
NOT FOUND 634835826749255409, t = (nil)
NOT FOUND 8805198329731035381, t = (nil)
NOT FOUND 2814572902902725567, t = (nil)
NOT FOUND 4287488383733027023, t = (nil)
NOT FOUND 5160726265698087387, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 6606373671515917409, t = (nil)
NOT FOUND 3986062387727001095, t = (nil)
NOT FOUND 869019478388234880, t = (nil)
NOT FOUND 2458830475883830334, t = (nil)
NOT FOUND 1421751465053525487, t = (nil)
NOT FOUND 6113814228349710760, t = (nil)
NOT FOUND 3218124896287508719, t = (nil)
NOT FOUND 571160581092347910, t = (nil)
NOT FOUND 1835495478088176277, t = (nil)
NOT FOUND 7987262543236143792, t = (nil)
NOT FOUND 6955771524484353062, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 6655827097952136009, t = (nil)
NOT FOUND 7113414891988408049, t = (nil)
NOT FOUND 4311377153484658006, t = (nil)
NOT FOUND 8085994125883243767, t = (nil)
NOT FOUND 8909058757245982043, t = (nil)
NOT FOUND 8859791529508807174, t = (nil)
NOT FOUND 7322433541327680644, t = (nil)
NOT FOUND 1464952137654068780, t = (nil)
NOT FOUND 7124905546066818965, t = (nil)
NOT FOUND 3428656985825106201, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 319020094374786084, t = (nil)
NOT FOUND 776462577950927537, t = (nil)
NOT FOUND 7288500147300368789, t = (nil)
NOT FOUND 1187903515658106980, t = (nil)
NOT FOUND 2280733335801137508, t = (nil)
NOT FOUND 8881960459553847998, t = (nil)
NOT FOUND 2434367094307270868, t = (nil)
NOT FOUND 1139768870481348951, t = (nil)
NOT FOUND 7282882856839341207, t = (nil)
NOT FOUND 3983944095749426568, t = (nil)
NOT FOUND 2496556951618371327, t = (nil)
NOT FOUND 8849016925387589001, t = (nil)
NOT FOUND 3503155212980612870, t = (nil)
NOT FOUND 9140260978804869665, t = (nil)
NOT FOUND 4372052542489198719, t = (nil)
NOT FOUND 8596360129474340265, t = (nil)
NOT FOUND 6516721867232821599, t = (nil)
NOT FOUND 7450376329227397309, t = (nil)
NOT FOUND 8271651568021234364, t = (nil)
NOT FOUND 5503500106603778886, t = (nil)
NOT FOUND 5663318903297083116, t = (nil)
NOT FOUND 3324422668162692890, t = (nil)
NOT FOUND 6156620853269235343, t = (nil)
NOT FOUND 4503261746837092261, t = (nil)
NOT FOUND 2800479867985295453, t = (nil)
NOT FOUND 6200232118255678228, t = (nil)
NOT FOUND 5142179122344482722, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 7798921363878022160, t = (nil)
NOT FOUND 4395923653990555432, t = (nil)
NOT FOUND 968619885219746631, t = (nil)
NOT FOUND 4435209406887883704, t = (nil)
NOT FOUND 5639436572743770566, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 5496874713234966624, t = (nil)
NOT FOUND 2186918367202963223, t = (nil)
NOT FOUND 6293346957277409734, t = (nil)
NOT FOUND 3132777717835228477, t = (nil)
NOT FOUND 7293799758246318929, t = (nil)
NOT FOUND 7058289832216495991, t = (nil)
NOT FOUND 4736231609099835093, t = (nil)
NOT FOUND 2771681963919933446, t = (nil)
NOT FOUND 5982204512900325027, t = (nil)
NOT FOUND 8349774459368712488, t = (nil)
NOT FOUND 3012007761019855373, t = (nil)
NOT FOUND 4336078908349518572, t = (nil)
NOT FOUND 5828733187185716825, t = (nil)
NOT FOUND 8509270133278532881, t = (nil)
NOT FOUND 6051052936191173151, t = (nil)
NOT FOUND 9095050170160549553, t = (nil)
NOT FOUND 5513390423041844328, t = (nil)
NOT FOUND 6855189743975096185, t = (nil)
NOT FOUND 1172776108674370160, t = (nil)
NOT FOUND 8050640926253914806, t = (nil)
NOT FOUND 3690946783966827966, t = (nil)
NOT FOUND 5366943009701572051, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 6318102448015487601, t = (nil)
NOT FOUND 1096505199732504203, t = (nil)
NOT FOUND 5876576650410896730, t = (nil)
NOT FOUND 6985590759970478452, t = (nil)
NOT FOUND 5680578393616349931, t = (nil)
NOT FOUND 2065980112876347875, t = (nil)
NOT FOUND 3497351788151977701, t = (nil)
NOT FOUND 8263410960704305069, t = (nil)
NOT FOUND 1794673876282568207, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 468552399313629606, t = (nil)
NOT FOUND 7617663042846110409, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 6906379285766616020, t = (nil)
NOT FOUND 7438931556352748321, t = (nil)
NOT FOUND 2832162247130299620, t = (nil)
NOT FOUND 3999361368853901987, t = (nil)
NOT FOUND 486129078167923389, t = (nil)
NOT FOUND 6377106153321086012, t = (nil)
NOT FOUND 7652733164323154533, t = (nil)
NOT FOUND 7096996627727449206, t = (nil)
NOT FOUND 2036023475358323546, t = (nil)
NOT FOUND 8629513010931036290, t = (nil)
NOT FOUND 50794607409460866, t = (nil)
NOT FOUND 8187021039995787394, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 6740013908937220758, t = (nil)
NOT FOUND 8596719553304807660, t = (nil)
NOT FOUND 5024859710131773781, t = (nil)
NOT FOUND 5103141273837653071, t = (nil)
NOT FOUND 1358757392537719868, t = (nil)
NOT FOUND 3511602292940634571, t = (nil)
NOT FOUND 5465341861522750767, t = (nil)
NOT FOUND 2280733335801137508, t = (nil)
NOT FOUND 365309642098089853, t = (nil)
NOT FOUND 788168613960820005, t = (nil)
NOT FOUND 7915296687725434113, t = (nil)
NOT FOUND 6976117345173064486, t = (nil)
NOT FOUND 3630311416078493213, t = (nil)
NOT FOUND 3596360944124336913, t = (nil)
NOT FOUND 2857705561272613826, t = (nil)
NOT FOUND 1280719125848903101, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 612152554073499701, t = (nil)
NOT FOUND 1427686806243355306, t = (nil)
NOT FOUND 7401827011752426964, t = (nil)
NOT FOUND 7896661371206201303, t = (nil)
NOT FOUND 5602731730390425879, t = (nil)
NOT FOUND 7198661607300131216, t = (nil)
NOT FOUND 8940128209340104647, t = (nil)
NOT FOUND 9033549560382289250, t = (nil)
NOT FOUND 8569051764074641311, t = (nil)
NOT FOUND 8020144048976627433, t = (nil)
NOT FOUND 1301668061920948199, t = (nil)
NOT FOUND 1535628141205829868, t = (nil)
NOT FOUND 183537855792443180, t = (nil)
NOT FOUND 4339530578763016036, t = (nil)
NOT FOUND 9036533386353498866, t = (nil)
NOT FOUND 5462260530391224119, t = (nil)
NOT FOUND 2211180455787778646, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 5876576650410896730, t = (nil)
NOT FOUND 7269167223322708099, t = (nil)
NOT FOUND 291384056206666786, t = (nil)
NOT FOUND 8909058757245982043, t = (nil)
NOT FOUND 2722487127745417173, t = (nil)
NOT FOUND 8739455468323679441, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 7991535839618515778, t = (nil)
NOT FOUND 1829786615907429193, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 2202873701242063159, t = (nil)
NOT FOUND 6687415454757576090, t = (nil)
NOT FOUND 5637360876709021878, t = (nil)
NOT FOUND 5203718413942717584, t = (nil)
NOT FOUND 3007998007212841984, t = (nil)
NOT FOUND 6279450757637956448, t = (nil)
NOT FOUND 4333983878254977490, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 7666204711339787524, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 7938957882306665188, t = (nil)
NOT FOUND 3007998007212841984, t = (nil)
NOT FOUND 6861248847480406575, t = (nil)
NOT FOUND 4096533716424357055, t = (nil)
NOT FOUND 4850521349450552136, t = (nil)
NOT FOUND 5028901050095132919, t = (nil)
NOT FOUND 907175451403504638, t = (nil)
NOT FOUND 4749861000287029422, t = (nil)
NOT FOUND 4694164075584771301, t = (nil)
NOT FOUND 4435209406887883704, t = (nil)
NOT FOUND 1381890336168594261, t = (nil)
NOT FOUND 8831440054742909857, t = (nil)
NOT FOUND 8812422818097411980, t = (nil)
NOT FOUND 5982386536380079694, t = (nil)
NOT FOUND 6199166022050262150, t = (nil)
NOT FOUND 8747314278875207580, t = (nil)
NOT FOUND 280163323774397058, t = (nil)
NOT FOUND 7499202293283090792, t = (nil)
NOT FOUND 1838184255627727732, t = (nil)
NOT FOUND 4302832646054800285, t = (nil)
NOT FOUND 6458082401050395920, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 2648082517457617663, t = (nil)
NOT FOUND 527404724844117760, t = (nil)
NOT FOUND 5160178476054623682, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 2969851268572490397, t = (nil)
NOT FOUND 5602731730390425879, t = (nil)
NOT FOUND 7305990762001004921, t = (nil)
NOT FOUND 4601370070594149499, t = (nil)
NOT FOUND 333324105247424410, t = (nil)
NOT FOUND 1652118051592013360, t = (nil)
NOT FOUND 2709351567876448509, t = (nil)
NOT FOUND 2849708873400390431, t = (nil)
NOT FOUND 141320795179615495, t = (nil)
NOT FOUND 2470564178702655005, t = (nil)
NOT FOUND 8739455468323679441, t = (nil)
NOT FOUND 3608679734104825866, t = (nil)
NOT FOUND 6529720234645000532, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 1748853006422545687, t = (nil)
NOT FOUND 3087491623394475466, t = (nil)
NOT FOUND 469806760343488942, t = (nil)
NOT FOUND 6071906271393702298, t = (nil)
NOT FOUND 3539643182717812878, t = (nil)
NOT FOUND 5999609518268462952, t = (nil)
NOT FOUND 543201370047136888, t = (nil)
NOT FOUND 856005555500867368, t = (nil)
NOT FOUND 5780853005089562301, t = (nil)
NOT FOUND 850664749672313876, t = (nil)
NOT FOUND 7551627340616470684, t = (nil)
NOT FOUND 10448073958353848, t = (nil)
NOT FOUND 593046932923205820, t = (nil)
NOT FOUND 583122023515347552, t = (nil)
NOT FOUND 8176110544749849778, t = (nil)
NOT FOUND 2823791839706277322, t = (nil)
NOT FOUND 5616237226173618558, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 7416332352908699384, t = (nil)
NOT FOUND 3551289760911786903, t = (nil)
NOT FOUND 7443178905259454024, t = (nil)
NOT FOUND 9152358580275354673, t = (nil)
NOT FOUND 8335780333540510680, t = (nil)
NOT FOUND 1527289578466237362, t = (nil)
NOT FOUND 521314486460996832, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 9211453884986693923, t = (nil)
NOT FOUND 6889510890881961314, t = (nil)
NOT FOUND 2491516279157340484, t = (nil)
NOT FOUND 5621741608220641092, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 1858452970069121069, t = (nil)
NOT FOUND 4668079638380486705, t = (nil)
NOT FOUND 3743432819522082269, t = (nil)
NOT FOUND 5424954732652880450, t = (nil)
NOT FOUND 5871270759437587334, t = (nil)
NOT FOUND 4695801688247168910, t = (nil)
NOT FOUND 4159946417035129877, t = (nil)
NOT FOUND 6478791890522975467, t = (nil)
NOT FOUND 6973534645014380096, t = (nil)
NOT FOUND 3007998007212841984, t = (nil)
NOT FOUND 2806976898034706314, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 4689423649950627953, t = (nil)
NOT FOUND 1994692246616933491, t = (nil)
NOT FOUND 2482908169958064188, t = (nil)
NOT FOUND 9057299120252509119, t = (nil)
NOT FOUND 8421164380602697901, t = (nil)
NOT FOUND 1615502149248975632, t = (nil)
NOT FOUND 6890769379269922468, t = (nil)
NOT FOUND 801608671050097349, t = (nil)
NOT FOUND 120889127739253898, t = (nil)
NOT FOUND 7024779654056044388, t = (nil)
NOT FOUND 7630767434851086375, t = (nil)
NOT FOUND 6680146944356087649, t = (nil)
NOT FOUND 2808293029645168461, t = (nil)
NOT FOUND 7401827011752426964, t = (nil)
NOT FOUND 5612783526209010749, t = (nil)
NOT FOUND 1124775216916842689, t = (nil)
NOT FOUND 7643999969989845907, t = (nil)
NOT FOUND 2280733335801137508, t = (nil)
NOT FOUND 6308090575186722365, t = (nil)
NOT FOUND 5696803821033620496, t = (nil)
NOT FOUND 3608443980524648068, t = (nil)
NOT FOUND 2578049605028826295, t = (nil)
NOT FOUND 682579686500511199, t = (nil)
NOT FOUND 6640331707338592391, t = (nil)
NOT FOUND 6248693393555598885, t = (nil)
NOT FOUND 3714176311244567619, t = (nil)
NOT FOUND 2694006500613811292, t = (nil)
NOT FOUND 3878414254328572575, t = (nil)
NOT FOUND 1527685744806711574, t = (nil)
NOT FOUND 9018605366311566980, t = (nil)
NOT FOUND 7748038219642749088, t = (nil)
NOT FOUND 4264738200599778395, t = (nil)
NOT FOUND 6391751027805683940, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 3586229464159802538, t = (nil)
NOT FOUND 2052466355587766783, t = (nil)
NOT FOUND 2197192484130661433, t = (nil)
NOT FOUND 6308090575186722365, t = (nil)
NOT FOUND 3501564466275279091, t = (nil)
NOT FOUND 3401174252287869771, t = (nil)
NOT FOUND 478989304838252572, t = (nil)
NOT FOUND 740310015994161343, t = (nil)
NOT FOUND 7506077678026585717, t = (nil)
NOT FOUND 372244973470091175, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 6516898673943179749, t = (nil)
NOT FOUND 7195571305207441794, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 5584492254997736424, t = (nil)
NOT FOUND 3585154082681565312, t = (nil)
NOT FOUND 6403163924357976613, t = (nil)
NOT FOUND 4096533716424357055, t = (nil)
NOT FOUND 5156334615106161649, t = (nil)
NOT FOUND 6357109140784813516, t = (nil)
NOT FOUND 7823376856238794514, t = (nil)
NOT FOUND 2380254161663099341, t = (nil)
NOT FOUND 1735551608838646815, t = (nil)
NOT FOUND 9033549560382289250, t = (nil)
NOT FOUND 9079929255669816808, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 7560792617176841447, t = (nil)
NOT FOUND 763326777923770656, t = (nil)
NOT FOUND 7653668673641573349, t = (nil)
NOT FOUND 4863383279408059440, t = (nil)
NOT FOUND 5282255245708317954, t = (nil)
NOT FOUND 2089846808750079745, t = (nil)
NOT FOUND 394331615425256340, t = (nil)
NOT FOUND 7416859603296982910, t = (nil)
NOT FOUND 2813060175877753141, t = (nil)
NOT FOUND 7473130339445481498, t = (nil)
NOT FOUND 5053961786697671419, t = (nil)
NOT FOUND 4633731814525036444, t = (nil)
NOT FOUND 4978765671109105549, t = (nil)
NOT FOUND 8260854878557105760, t = (nil)
NOT FOUND 5330776635831358732, t = (nil)
NOT FOUND 41459874829032005, t = (nil)
NOT FOUND 5456267640017079062, t = (nil)
NOT FOUND 2204610966040909407, t = (nil)
NOT FOUND 1893934906687439928, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 651058395113100852, t = (nil)
NOT FOUND 7320057726626774071, t = (nil)
NOT FOUND 2280733335801137508, t = (nil)
NOT FOUND 583122023515347552, t = (nil)
NOT FOUND 5876576650410896730, t = (nil)
NOT FOUND 812389546721938590, t = (nil)
NOT FOUND 9152358580275354673, t = (nil)
NOT FOUND 7425579561411091047, t = (nil)
NOT FOUND 4327780594871481883, t = (nil)
NOT FOUND 901260466106563649, t = (nil)
NOT FOUND 68060776822244222, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 6026107376190042302, t = (nil)
NOT FOUND 1679619256783372973, t = (nil)
NOT FOUND 7825456483418943354, t = (nil)
NOT FOUND 6848311539452339268, t = (nil)
NOT FOUND 4226948765103976261, t = (nil)
NOT FOUND 3711685846771561438, t = (nil)
NOT FOUND 279607188786942592, t = (nil)
NOT FOUND 8791234103930511565, t = (nil)
NOT FOUND 5954118737881028389, t = (nil)
NOT FOUND 1268879044150819946, t = (nil)
NOT FOUND 987865904082945636, t = (nil)
NOT FOUND 200612765371643293, t = (nil)
NOT FOUND 6060222089544453098, t = (nil)
NOT FOUND 3301386569940870542, t = (nil)
NOT FOUND 2280733335801137508, t = (nil)
NOT FOUND 3550508839953073324, t = (nil)
NOT FOUND 7642684777170943769, t = (nil)
NOT FOUND 8640221927568552689, t = (nil)
NOT FOUND 4576905039874541540, t = (nil)
NOT FOUND 1273035654041198679, t = (nil)
NOT FOUND 5867081129082376779, t = (nil)
NOT FOUND 3185229090781662243, t = (nil)
NOT FOUND 3016239658352602122, t = (nil)
NOT FOUND 5446746419878640109, t = (nil)
NOT FOUND 3042046843740842902, t = (nil)
