Turbo Boost disabled for all CPUs
2
../quartz/scripts/../build/src/lib/libnvmemul.so
../quartz/scripts/../nvmemul.ini

===== B-Tree App Output =====

NOT FOUND 1913842611312339781, t = (nil)
NOT FOUND 3722240672758416556, t = (nil)
NOT FOUND 2967562954902989972, t = (nil)
NOT FOUND 705869010546743543, t = (nil)
NOT FOUND 5096033172070915536, t = (nil)
NOT FOUND 4173899377984248741, t = (nil)
NOT FOUND 5518209835283715652, t = (nil)
NOT FOUND 119483752391035406, t = (nil)
NOT FOUND 5234042902113224243, t = (nil)
NOT FOUND 224463070075561110, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 4833877911765528186, t = (nil)
NOT FOUND 4225224834650716828, t = (nil)
NOT FOUND 3869477683600012142, t = (nil)
NOT FOUND 2728991556856293616, t = (nil)
NOT FOUND 4205815924308915148, t = (nil)
NOT FOUND 95787819271198759, t = (nil)
NOT FOUND 4867234496686278122, t = (nil)
NOT FOUND 3536706984542906751, t = (nil)
NOT FOUND 6751806189426144920, t = (nil)
NOT FOUND 6732699521207368335, t = (nil)
NOT FOUND 8572490475579156920, t = (nil)
NOT FOUND 3898403422262342640, t = (nil)
NOT FOUND 6806859523529372902, t = (nil)
NOT FOUND 8616631159374880115, t = (nil)
NOT FOUND 7835643785863329678, t = (nil)
NOT FOUND 2748831215768382629, t = (nil)
NOT FOUND 437613511394897631, t = (nil)
NOT FOUND 6631691716593306197, t = (nil)
NOT FOUND 5584904861677164823, t = (nil)
NOT FOUND 994141995720091879, t = (nil)
NOT FOUND 8995925724675649748, t = (nil)
NOT FOUND 6841738932341468184, t = (nil)
NOT FOUND 897073729433937681, t = (nil)
NOT FOUND 8939422405981896698, t = (nil)
NOT FOUND 4156989878341524872, t = (nil)
NOT FOUND 4042838987855488299, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 6498616752641318483, t = (nil)
NOT FOUND 665833904095735726, t = (nil)
NOT FOUND 3411643154551103256, t = (nil)
NOT FOUND 5588363320479946121, t = (nil)
NOT FOUND 5022268271792395404, t = (nil)
NOT FOUND 4804654585825697424, t = (nil)
NOT FOUND 5893152092688611669, t = (nil)
NOT FOUND 6300951638982760385, t = (nil)
NOT FOUND 257450915351154926, t = (nil)
NOT FOUND 1782708734646676687, t = (nil)
NOT FOUND 6055735837075050251, t = (nil)
NOT FOUND 9193939824028410460, t = (nil)
NOT FOUND 8426733795444628285, t = (nil)
NOT FOUND 6374543304105428888, t = (nil)
NOT FOUND 7975053905792634352, t = (nil)
NOT FOUND 7845838970278414149, t = (nil)
NOT FOUND 6745508787216313532, t = (nil)
NOT FOUND 3346420349330685624, t = (nil)
NOT FOUND 4667021387072294726, t = (nil)
NOT FOUND 4144064512657570673, t = (nil)
NOT FOUND 1080022765126880827, t = (nil)
NOT FOUND 2645888075128348111, t = (nil)
NOT FOUND 2521972348536468509, t = (nil)
NOT FOUND 6542435776484293475, t = (nil)
NOT FOUND 1153490953641558529, t = (nil)
NOT FOUND 4977934330838034935, t = (nil)
NOT FOUND 5495665829152839036, t = (nil)
NOT FOUND 6691926107939686094, t = (nil)
NOT FOUND 3664459017393246285, t = (nil)
NOT FOUND 2304624126634573392, t = (nil)
NOT FOUND 6698767404622947008, t = (nil)
NOT FOUND 8930158406394462926, t = (nil)
NOT FOUND 8874040806349258194, t = (nil)
NOT FOUND 4117600447070628085, t = (nil)
NOT FOUND 2895837886892700930, t = (nil)
NOT FOUND 3492259164877483592, t = (nil)
NOT FOUND 5592355762446242395, t = (nil)
NOT FOUND 3493201115287345708, t = (nil)
NOT FOUND 4580455527738822032, t = (nil)
NOT FOUND 6559122277905703054, t = (nil)
NOT FOUND 9186997703969445824, t = (nil)
NOT FOUND 7519596383401671557, t = (nil)
NOT FOUND 6837170599287171023, t = (nil)
NOT FOUND 3176089067109666427, t = (nil)
NOT FOUND 3273277136745200113, t = (nil)
NOT FOUND 2675799583668347426, t = (nil)
NOT FOUND 7851433643901281451, t = (nil)
NOT FOUND 8523878015535891871, t = (nil)
NOT FOUND 7314025693936944181, t = (nil)
NOT FOUND 2951411672134272415, t = (nil)
NOT FOUND 61293118647238961, t = (nil)
NOT FOUND 122039226690874756, t = (nil)
NOT FOUND 2596968389385570577, t = (nil)
NOT FOUND 7340699209910853470, t = (nil)
NOT FOUND 1197660482932972044, t = (nil)
NOT FOUND 5489296873345648787, t = (nil)
NOT FOUND 10903615453717282, t = (nil)
NOT FOUND 6644982356380680490, t = (nil)
NOT FOUND 2060429884504870440, t = (nil)
NOT FOUND 527886413308391950, t = (nil)
NOT FOUND 785030101251322135, t = (nil)
NOT FOUND 1931652022156098718, t = (nil)
NOT FOUND 4735319036783494153, t = (nil)
NOT FOUND 2892733080268703579, t = (nil)
NOT FOUND 3881594891435069023, t = (nil)
NOT FOUND 8914399662213244398, t = (nil)
NOT FOUND 3143672933194662474, t = (nil)
NOT FOUND 8264549476455171877, t = (nil)
NOT FOUND 3445715774345104719, t = (nil)
NOT FOUND 769229601327955956, t = (nil)
NOT FOUND 831040611051614570, t = (nil)
NOT FOUND 8180004201367380180, t = (nil)
NOT FOUND 5626617558933309446, t = (nil)
NOT FOUND 1124039684212410032, t = (nil)
NOT FOUND 6295738037284536508, t = (nil)
NOT FOUND 5448447387544154365, t = (nil)
NOT FOUND 7165941374576020285, t = (nil)
NOT FOUND 4869611300817221821, t = (nil)
NOT FOUND 6813089860654149844, t = (nil)
NOT FOUND 5600491219664279210, t = (nil)
NOT FOUND 2753382070056139536, t = (nil)
NOT FOUND 4136091130318236923, t = (nil)
NOT FOUND 6546082173375691215, t = (nil)
NOT FOUND 717913064430025998, t = (nil)
NOT FOUND 2879702828783372439, t = (nil)
NOT FOUND 4735319036783494153, t = (nil)
NOT FOUND 1568189910836106697, t = (nil)
NOT FOUND 6282629446759221509, t = (nil)
NOT FOUND 5592355762446242395, t = (nil)
NOT FOUND 95889841218376196, t = (nil)
NOT FOUND 9182856743804335367, t = (nil)
NOT FOUND 5427231000502119454, t = (nil)
NOT FOUND 7885597792100170633, t = (nil)
NOT FOUND 4442629967094594273, t = (nil)
NOT FOUND 4292063895999105031, t = (nil)
NOT FOUND 1963430968221049624, t = (nil)
NOT FOUND 2181626121094328796, t = (nil)
NOT FOUND 784048811929588385, t = (nil)
NOT FOUND 4831988032378784072, t = (nil)
NOT FOUND 7489213693295754709, t = (nil)
NOT FOUND 7087624960384586663, t = (nil)
NOT FOUND 5854762424331270788, t = (nil)
NOT FOUND 6807277512181578600, t = (nil)
NOT FOUND 1637813053854733837, t = (nil)
NOT FOUND 1781992285319125118, t = (nil)
NOT FOUND 7230405560774782908, t = (nil)
NOT FOUND 4618069237427092968, t = (nil)
NOT FOUND 7215763558778051952, t = (nil)
NOT FOUND 4018774894070696778, t = (nil)
NOT FOUND 4490462778618847820, t = (nil)
NOT FOUND 6781918999427395297, t = (nil)
NOT FOUND 6931916911121780209, t = (nil)
NOT FOUND 3513883472230054833, t = (nil)
NOT FOUND 4362729487827965595, t = (nil)
NOT FOUND 6918698812597743252, t = (nil)
NOT FOUND 8937773800475194136, t = (nil)
NOT FOUND 7072865328389313601, t = (nil)
NOT FOUND 8487921441621160048, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 8523878015535891871, t = (nil)
NOT FOUND 8831545805054974818, t = (nil)
NOT FOUND 6231227698804406769, t = (nil)
NOT FOUND 5692629265504246798, t = (nil)
NOT FOUND 7213065178287287768, t = (nil)
NOT FOUND 6002611812781481463, t = (nil)
NOT FOUND 2215240782350796866, t = (nil)
NOT FOUND 7569944421608499487, t = (nil)
NOT FOUND 2286117377604721680, t = (nil)
NOT FOUND 1552562243119606172, t = (nil)
NOT FOUND 3321256919576242501, t = (nil)
NOT FOUND 2085207985761396058, t = (nil)
NOT FOUND 8189059042462620660, t = (nil)
NOT FOUND 4588763388973940455, t = (nil)
NOT FOUND 932960574581251575, t = (nil)
NOT FOUND 4318509616873464625, t = (nil)
NOT FOUND 4838239755110518646, t = (nil)
NOT FOUND 1473042577967137745, t = (nil)
NOT FOUND 4162617835967927234, t = (nil)
NOT FOUND 3003115332324808843, t = (nil)
NOT FOUND 2700811071894491116, t = (nil)
NOT FOUND 2811164596375749514, t = (nil)
NOT FOUND 8367886652896017210, t = (nil)
NOT FOUND 5199874141062826461, t = (nil)
NOT FOUND 1681644021723052862, t = (nil)
NOT FOUND 778328458860467975, t = (nil)
NOT FOUND 7862573493560004734, t = (nil)
NOT FOUND 138332255916576131, t = (nil)
NOT FOUND 8209642682396937151, t = (nil)
NOT FOUND 8600229979398731866, t = (nil)
NOT FOUND 5817517297389920185, t = (nil)
NOT FOUND 7216479804147517766, t = (nil)
NOT FOUND 1015611423369374190, t = (nil)
NOT FOUND 4618069237427092968, t = (nil)
NOT FOUND 7908298039609198925, t = (nil)
NOT FOUND 2796823730964822888, t = (nil)
NOT FOUND 5761544471423924837, t = (nil)
NOT FOUND 8643352965045950795, t = (nil)
NOT FOUND 5999567664866241836, t = (nil)
NOT FOUND 8162418440865375716, t = (nil)
NOT FOUND 4318509616873464625, t = (nil)
NOT FOUND 2431488971882089230, t = (nil)
NOT FOUND 4291355964083506764, t = (nil)
NOT FOUND 7772588254634265039, t = (nil)
NOT FOUND 43838559573490967, t = (nil)
NOT FOUND 2109553389410918116, t = (nil)
NOT FOUND 1386917042642784098, t = (nil)
NOT FOUND 3793097225494185359, t = (nil)
NOT FOUND 8403659329582060862, t = (nil)
NOT FOUND 5066934085711314255, t = (nil)
NOT FOUND 6455769789849614983, t = (nil)
NOT FOUND 4819688684484862646, t = (nil)
NOT FOUND 4490462778618847820, t = (nil)
NOT FOUND 3802130707527856492, t = (nil)
NOT FOUND 3698368177718571094, t = (nil)
NOT FOUND 1584355753583773414, t = (nil)
NOT FOUND 1860512745383824019, t = (nil)
NOT FOUND 612737286986956152, t = (nil)
NOT FOUND 1655816901346315584, t = (nil)
NOT FOUND 2378618130053524549, t = (nil)
NOT FOUND 4413609168335162456, t = (nil)
NOT FOUND 3059632314075928117, t = (nil)
NOT FOUND 5590177443325767353, t = (nil)
NOT FOUND 2658874695862197243, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 1522967496612401190, t = (nil)
NOT FOUND 1680340175372530801, t = (nil)
NOT FOUND 3094486612538974636, t = (nil)
NOT FOUND 8448107439121730731, t = (nil)
NOT FOUND 6195361773196295748, t = (nil)
NOT FOUND 9193939824028410460, t = (nil)
NOT FOUND 4078134043399746591, t = (nil)
NOT FOUND 6880693428915489033, t = (nil)
NOT FOUND 6081557121173946269, t = (nil)
NOT FOUND 8482801744164452232, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 4084402032335707622, t = (nil)
NOT FOUND 6165705611882155994, t = (nil)
NOT FOUND 5238481256339778043, t = (nil)
NOT FOUND 4769060891094379033, t = (nil)
NOT FOUND 7549757778323336321, t = (nil)
NOT FOUND 3400574467418002942, t = (nil)
NOT FOUND 4618069237427092968, t = (nil)
NOT FOUND 6993581088440267980, t = (nil)
NOT FOUND 1062126689285636990, t = (nil)
NOT FOUND 7042085100616708292, t = (nil)
NOT FOUND 6242957852276673754, t = (nil)
NOT FOUND 7661617338010638433, t = (nil)
NOT FOUND 1872827774640940244, t = (nil)
NOT FOUND 5311864885367730113, t = (nil)
NOT FOUND 9184578554499122540, t = (nil)
NOT FOUND 8784789623559480814, t = (nil)
NOT FOUND 7759173749272182862, t = (nil)
NOT FOUND 3355993544810812103, t = (nil)
NOT FOUND 7569195501725835877, t = (nil)
NOT FOUND 4711773915037162127, t = (nil)
NOT FOUND 7160254676859748007, t = (nil)
NOT FOUND 1322742085188763758, t = (nil)
NOT FOUND 8683866363893072322, t = (nil)
NOT FOUND 3313364565956817336, t = (nil)
NOT FOUND 5471245372313712544, t = (nil)
NOT FOUND 2166776397061029545, t = (nil)
NOT FOUND 10903615453717282, t = (nil)
NOT FOUND 8980035984338735454, t = (nil)
NOT FOUND 3180340544217022658, t = (nil)
NOT FOUND 4106218778766332000, t = (nil)
NOT FOUND 5371321263471346077, t = (nil)
NOT FOUND 1569733793598582859, t = (nil)
NOT FOUND 1195116076850097225, t = (nil)
NOT FOUND 7863014375813670987, t = (nil)
NOT FOUND 4700893096432206913, t = (nil)
NOT FOUND 7090190779080184519, t = (nil)
NOT FOUND 3858494748503078126, t = (nil)
NOT FOUND 6442842253217521691, t = (nil)
NOT FOUND 8911346427932347434, t = (nil)
NOT FOUND 6775538816136995812, t = (nil)
NOT FOUND 335736638400544776, t = (nil)
NOT FOUND 6800603063363118584, t = (nil)
NOT FOUND 1255192812994437168, t = (nil)
NOT FOUND 4120465029074275797, t = (nil)
NOT FOUND 9219716476012414036, t = (nil)
NOT FOUND 5042305660867697006, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 349856439042838574, t = (nil)
NOT FOUND 2999298049568799531, t = (nil)
NOT FOUND 2533138049988786332, t = (nil)
NOT FOUND 2109990234389805308, t = (nil)
NOT FOUND 119147193890835250, t = (nil)
NOT FOUND 1752306053129442935, t = (nil)
NOT FOUND 2675754680853399190, t = (nil)
NOT FOUND 6964203617921981536, t = (nil)
NOT FOUND 8114381127689184589, t = (nil)
NOT FOUND 4560636234076251684, t = (nil)
NOT FOUND 1133498853931976548, t = (nil)
NOT FOUND 2148947056829977087, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 608664793518513919, t = (nil)
NOT FOUND 8471472024485772878, t = (nil)
NOT FOUND 7282827480881824193, t = (nil)
NOT FOUND 1215141286810658126, t = (nil)
NOT FOUND 104439489031739636, t = (nil)
NOT FOUND 731131499930684610, t = (nil)
NOT FOUND 1681644021723052862, t = (nil)
NOT FOUND 5234042902113224243, t = (nil)
NOT FOUND 259882118392535523, t = (nil)
NOT FOUND 3108776459268989702, t = (nil)
NOT FOUND 8798499238651808060, t = (nil)
NOT FOUND 408081721830452487, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 1255192812994437168, t = (nil)
NOT FOUND 324977793798386475, t = (nil)
NOT FOUND 8645820880476300704, t = (nil)
NOT FOUND 5281675947555708834, t = (nil)
NOT FOUND 2370215719950777726, t = (nil)
NOT FOUND 4555043654847019413, t = (nil)
NOT FOUND 5977959112564931373, t = (nil)
NOT FOUND 7775607071552796564, t = (nil)
NOT FOUND 1959101368380971611, t = (nil)
NOT FOUND 6456485001546786323, t = (nil)
NOT FOUND 1870488365825172409, t = (nil)
NOT FOUND 5011592837344614333, t = (nil)
NOT FOUND 7714029205198842478, t = (nil)
NOT FOUND 1371509917590077075, t = (nil)
NOT FOUND 4991326249820996683, t = (nil)
NOT FOUND 7281952592349618282, t = (nil)
NOT FOUND 6174861439226725680, t = (nil)
NOT FOUND 4893995437982092198, t = (nil)
NOT FOUND 8523878015535891871, t = (nil)
NOT FOUND 3554817233665656364, t = (nil)
NOT FOUND 8391613650026148848, t = (nil)
NOT FOUND 4550414015468668376, t = (nil)
NOT FOUND 922275081404899019, t = (nil)
NOT FOUND 2642770769977428577, t = (nil)
NOT FOUND 3417386250225308820, t = (nil)
NOT FOUND 4107404332330331237, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 1260431990562546208, t = (nil)
NOT FOUND 7245492302817538707, t = (nil)
NOT FOUND 2069432596693694252, t = (nil)
NOT FOUND 6366733838874837401, t = (nil)
NOT FOUND 3900493511176172165, t = (nil)
NOT FOUND 3276738287796259878, t = (nil)
NOT FOUND 1342267828396071389, t = (nil)
NOT FOUND 7142192560358719427, t = (nil)
NOT FOUND 7384758442951345973, t = (nil)
NOT FOUND 2310322460766820310, t = (nil)
NOT FOUND 3342938136039712707, t = (nil)
NOT FOUND 6056358932154541949, t = (nil)
NOT FOUND 6064319401723638733, t = (nil)
NOT FOUND 299268648904372022, t = (nil)
NOT FOUND 6343103811907451462, t = (nil)
NOT FOUND 7202992111340863393, t = (nil)
NOT FOUND 8959183419267748414, t = (nil)
NOT FOUND 3234745148811323122, t = (nil)
NOT FOUND 7886482931657949000, t = (nil)
NOT FOUND 6869444025960938930, t = (nil)
NOT FOUND 8656503378643513275, t = (nil)
NOT FOUND 8992020043388001434, t = (nil)
NOT FOUND 6775538816136995812, t = (nil)
NOT FOUND 181794958968563095, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 3949970709295862895, t = (nil)
NOT FOUND 1847047423193897228, t = (nil)
NOT FOUND 7050517460628847052, t = (nil)
NOT FOUND 3536824539465560076, t = (nil)
NOT FOUND 7821525966528382527, t = (nil)
NOT FOUND 242432790668467464, t = (nil)
NOT FOUND 9193939824028410460, t = (nil)
NOT FOUND 2173097474003470735, t = (nil)
NOT FOUND 8608577851677874674, t = (nil)
NOT FOUND 6093079902472881422, t = (nil)
NOT FOUND 6437985168855962796, t = (nil)
NOT FOUND 1023702263347523649, t = (nil)
NOT FOUND 1457349307746170846, t = (nil)
NOT FOUND 4196526753988428723, t = (nil)
NOT FOUND 2728650825074503369, t = (nil)
NOT FOUND 8672783000167223599, t = (nil)
NOT FOUND 5285831034404988365, t = (nil)
NOT FOUND 5364693476442928006, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 4041305475436730722, t = (nil)
NOT FOUND 5489949256688849140, t = (nil)
NOT FOUND 5477854143843581261, t = (nil)
NOT FOUND 8143764054878587719, t = (nil)
NOT FOUND 6181841268561679661, t = (nil)
NOT FOUND 2523541392716578921, t = (nil)
NOT FOUND 5716377965413112039, t = (nil)
NOT FOUND 1023087734596020013, t = (nil)
NOT FOUND 5149092527974842735, t = (nil)
NOT FOUND 4380336022217532460, t = (nil)
NOT FOUND 6206454889396124261, t = (nil)
NOT FOUND 2181626121094328796, t = (nil)
NOT FOUND 6889552590926320172, t = (nil)
NOT FOUND 6157601938379373102, t = (nil)
NOT FOUND 5455147818720950365, t = (nil)
NOT FOUND 3475924929817305218, t = (nil)
NOT FOUND 2270304039904179590, t = (nil)
NOT FOUND 6707398123795801825, t = (nil)
NOT FOUND 7425550748312139551, t = (nil)
NOT FOUND 8469411164689615827, t = (nil)
NOT FOUND 2965812628608205618, t = (nil)
NOT FOUND 4738044896969540403, t = (nil)
NOT FOUND 1108153460606898597, t = (nil)
NOT FOUND 8458999586875746353, t = (nil)
NOT FOUND 7548465001203010011, t = (nil)
NOT FOUND 9193939824028410460, t = (nil)
NOT FOUND 6112499193783822107, t = (nil)
NOT FOUND 8265812108422446443, t = (nil)
NOT FOUND 2619777905286322326, t = (nil)
NOT FOUND 5791594797674582616, t = (nil)
NOT FOUND 5892660454357860668, t = (nil)
NOT FOUND 7828446830490283461, t = (nil)
NOT FOUND 4991326249820996683, t = (nil)
NOT FOUND 8411333009992467257, t = (nil)
NOT FOUND 8426063044006280788, t = (nil)
NOT FOUND 4618069237427092968, t = (nil)
NOT FOUND 3345948874440960448, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 8094067684733226198, t = (nil)
NOT FOUND 4728839886682593058, t = (nil)
NOT FOUND 2472432882760239771, t = (nil)
NOT FOUND 1817394495316253587, t = (nil)
NOT FOUND 3358808929218450885, t = (nil)
NOT FOUND 2582958296913834758, t = (nil)
NOT FOUND 1749307287024732543, t = (nil)
NOT FOUND 3595290500419775288, t = (nil)
NOT FOUND 2458410013481412593, t = (nil)
NOT FOUND 2729547423920982159, t = (nil)
NOT FOUND 4496600803592590703, t = (nil)
NOT FOUND 5580286260311913086, t = (nil)
NOT FOUND 5036495058904839597, t = (nil)
NOT FOUND 4059364779653733837, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 4984848534029490344, t = (nil)
NOT FOUND 4490462778618847820, t = (nil)
NOT FOUND 6578278376757626979, t = (nil)
NOT FOUND 5580496324397590285, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 7107006165162751167, t = (nil)
NOT FOUND 6192953064683696360, t = (nil)
NOT FOUND 6351508490197600888, t = (nil)
NOT FOUND 4569999664351137478, t = (nil)
NOT FOUND 5620379691850663735, t = (nil)
NOT FOUND 2605699096059341259, t = (nil)
NOT FOUND 8301730164244927020, t = (nil)
NOT FOUND 1326333202817038764, t = (nil)
NOT FOUND 4618069237427092968, t = (nil)
NOT FOUND 8523878015535891871, t = (nil)
NOT FOUND 7421280728721398210, t = (nil)
NOT FOUND 5781152218874810090, t = (nil)
NOT FOUND 7441842714327611680, t = (nil)
NOT FOUND 7920349031868775890, t = (nil)
NOT FOUND 895374509962325997, t = (nil)
NOT FOUND 203982431246841467, t = (nil)
NOT FOUND 187177665646035480, t = (nil)
NOT FOUND 6910875073894071841, t = (nil)
NOT FOUND 2593848303504815692, t = (nil)
NOT FOUND 7930195230925590847, t = (nil)
NOT FOUND 1778349243878880894, t = (nil)
NOT FOUND 5776346284106386418, t = (nil)
NOT FOUND 203987817557058216, t = (nil)
NOT FOUND 343556545513327912, t = (nil)
NOT FOUND 4861509677177415430, t = (nil)
NOT FOUND 4748452142118057984, t = (nil)
NOT FOUND 2949716483323005595, t = (nil)
NOT FOUND 3317338987249846158, t = (nil)
NOT FOUND 3974524301851045285, t = (nil)
NOT FOUND 6345421152035193079, t = (nil)
NOT FOUND 1115531046907036058, t = (nil)
NOT FOUND 4530271626195699432, t = (nil)
NOT FOUND 7830923138661720744, t = (nil)
NOT FOUND 810062739609492525, t = (nil)
NOT FOUND 5676596479268243878, t = (nil)
NOT FOUND 2456825484193334025, t = (nil)
NOT FOUND 4886352247832682417, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 6768917144733893493, t = (nil)
NOT FOUND 3522058707160457530, t = (nil)
NOT FOUND 5259197932851441569, t = (nil)
NOT FOUND 4618069237427092968, t = (nil)
NOT FOUND 9187102534705757986, t = (nil)
NOT FOUND 1639195214301212483, t = (nil)
NOT FOUND 712974099059644988, t = (nil)
NOT FOUND 4329905116642948145, t = (nil)
NOT FOUND 786324363531414260, t = (nil)
NOT FOUND 1416867367695094053, t = (nil)
NOT FOUND 999202664269174850, t = (nil)
NOT FOUND 54099176486817402, t = (nil)
NOT FOUND 8238606559076432331, t = (nil)
NOT FOUND 4574693980088341999, t = (nil)
NOT FOUND 8664848812051751067, t = (nil)
NOT FOUND 5522575208804030694, t = (nil)
NOT FOUND 9193939824028410460, t = (nil)
NOT FOUND 686377222128937332, t = (nil)
NOT FOUND 858616307553281037, t = (nil)
NOT FOUND 7814553519856679538, t = (nil)
NOT FOUND 770426801638628585, t = (nil)
NOT FOUND 7722503817312603663, t = (nil)
NOT FOUND 8497534539571617420, t = (nil)
NOT FOUND 4140577838400656619, t = (nil)
NOT FOUND 8176954774493470063, t = (nil)
NOT FOUND 8047514036481375620, t = (nil)
NOT FOUND 7318246852981646100, t = (nil)
NOT FOUND 8295436813558496368, t = (nil)
NOT FOUND 4125725906178424391, t = (nil)
NOT FOUND 5347473432729534245, t = (nil)
NOT FOUND 7755002617832420260, t = (nil)
NOT FOUND 6312414584713923768, t = (nil)
NOT FOUND 4490462778618847820, t = (nil)
NOT FOUND 3632810068450336009, t = (nil)
NOT FOUND 413657828997927193, t = (nil)
NOT FOUND 1870488365825172409, t = (nil)
NOT FOUND 547341374398138464, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 9019099599270825732, t = (nil)
NOT FOUND 8408776507406279794, t = (nil)
NOT FOUND 1105871247433289919, t = (nil)
NOT FOUND 8571583013772453827, t = (nil)
NOT FOUND 1986645555365288501, t = (nil)
NOT FOUND 3058756060756545172, t = (nil)
NOT FOUND 7108442128096106638, t = (nil)
NOT FOUND 4824361527481808288, t = (nil)
NOT FOUND 6274786081974875891, t = (nil)
NOT FOUND 9021678863840198337, t = (nil)
NOT FOUND 1533024182131580473, t = (nil)
NOT FOUND 5721040513734629025, t = (nil)
NOT FOUND 9193939824028410460, t = (nil)
NOT FOUND 3925157600909966077, t = (nil)
NOT FOUND 4172396510150029221, t = (nil)
NOT FOUND 954836129648985991, t = (nil)
NOT FOUND 8815323190767641102, t = (nil)
NOT FOUND 4781423653605815277, t = (nil)
NOT FOUND 1512984577778027646, t = (nil)
NOT FOUND 4237640796111649186, t = (nil)
NOT FOUND 6622490909205348767, t = (nil)
NOT FOUND 3601745375825041662, t = (nil)
NOT FOUND 7727005058280352330, t = (nil)
NOT FOUND 4490462778618847820, t = (nil)
NOT FOUND 8433367849096786638, t = (nil)
NOT FOUND 1864607555288094059, t = (nil)
NOT FOUND 3316232796531517135, t = (nil)
NOT FOUND 11976776897503007, t = (nil)
NOT FOUND 3388314048489956526, t = (nil)
NOT FOUND 7864902226997560393, t = (nil)
NOT FOUND 6841738932341468184, t = (nil)
NOT FOUND 8428055834162193619, t = (nil)
NOT FOUND 1570613423145984792, t = (nil)
NOT FOUND 482034613747834068, t = (nil)
NOT FOUND 348128358611088148, t = (nil)
NOT FOUND 7413913875149718896, t = (nil)
NOT FOUND 6376353501322176090, t = (nil)
NOT FOUND 3278387190045153583, t = (nil)
NOT FOUND 1442608906127674981, t = (nil)
NOT FOUND 1522499895909886520, t = (nil)
NOT FOUND 1473079639715685722, t = (nil)
NOT FOUND 1017399992550301282, t = (nil)
NOT FOUND 1891885003757264045, t = (nil)
NOT FOUND 1439191931860369930, t = (nil)
NOT FOUND 2771804059221856139, t = (nil)
NOT FOUND 1945771920211296348, t = (nil)
NOT FOUND 8949881928427507670, t = (nil)
NOT FOUND 5728295916796156139, t = (nil)
NOT FOUND 9193939824028410460, t = (nil)
NOT FOUND 8616631159374880115, t = (nil)
NOT FOUND 4203111946928892202, t = (nil)
NOT FOUND 4443316733971429195, t = (nil)
NOT FOUND 1758145248091419543, t = (nil)
NOT FOUND 6913530275915822033, t = (nil)
NOT FOUND 7308038610901447363, t = (nil)
NOT FOUND 1044395790479319264, t = (nil)
NOT FOUND 7890872424454298374, t = (nil)
NOT FOUND 8523878015535891871, t = (nil)
NOT FOUND 4826447012853025555, t = (nil)
NOT FOUND 6640462342849860557, t = (nil)
NOT FOUND 1681644021723052862, t = (nil)
NOT FOUND 6087009782781913361, t = (nil)
NOT FOUND 4654335820003593268, t = (nil)
NOT FOUND 9048638201959645854, t = (nil)
NOT FOUND 5854807458593811927, t = (nil)
NOT FOUND 3367343704988539225, t = (nil)
NOT FOUND 1064329028460609775, t = (nil)
NOT FOUND 8238606559076432331, t = (nil)
NOT FOUND 9193939824028410460, t = (nil)
NOT FOUND 1647014376438374728, t = (nil)
NOT FOUND 4490462778618847820, t = (nil)
NOT FOUND 3864732715019154368, t = (nil)
NOT FOUND 3811114360270595270, t = (nil)
NOT FOUND 8616631159374880115, t = (nil)
NOT FOUND 4220870420909059527, t = (nil)
NOT FOUND 6033395990155168288, t = (nil)
NOT FOUND 1746223634914775448, t = (nil)
NOT FOUND 4702006399408452802, t = (nil)
NOT FOUND 20079768611349725, t = (nil)
NOT FOUND 7931618258548693912, t = (nil)
NOT FOUND 8896114630709642526, t = (nil)
NOT FOUND 292938438112230781, t = (nil)
NOT FOUND 1950568866490301447, t = (nil)
NOT FOUND 4490462778618847820, t = (nil)
NOT FOUND 7200026138734521638, t = (nil)
NOT FOUND 370308946561542895, t = (nil)
NOT FOUND 1871140207261645564, t = (nil)
NOT FOUND 4123337493352823197, t = (nil)
NOT FOUND 6450880997275436642, t = (nil)
NOT FOUND 4646399383461394573, t = (nil)
NOT FOUND 8580982186011093758, t = (nil)
NOT FOUND 3366536743183973313, t = (nil)
NOT FOUND 7340922313628842772, t = (nil)
NOT FOUND 6580194915992052559, t = (nil)
NOT FOUND 5548268459353110046, t = (nil)
NOT FOUND 1363195111152336003, t = (nil)
