Turbo Boost disabled for all CPUs
2
../quartz/scripts/../build/src/lib/libnvmemul.so
../quartz/scripts/../nvmemul.ini

===== B-Tree App Output =====

NOT FOUND 6725802560547214944, t = (nil)
NOT FOUND 5454649503740997406, t = (nil)
NOT FOUND 5304647600267969573, t = (nil)
NOT FOUND 6769607797420770085, t = (nil)
NOT FOUND 7280767276832467967, t = (nil)
NOT FOUND 6333986230055631875, t = (nil)
NOT FOUND 64168127248792283, t = (nil)
NOT FOUND 1521444093031643461, t = (nil)
NOT FOUND 6121429645895833846, t = (nil)
NOT FOUND 2562833708509022637, t = (nil)
NOT FOUND 3661002702491627243, t = (nil)
NOT FOUND 995495549935423545, t = (nil)
NOT FOUND 7312987002095766885, t = (nil)
NOT FOUND 6674259363970303801, t = (nil)
NOT FOUND 3592030882050285793, t = (nil)
NOT FOUND 5601175397722340626, t = (nil)
NOT FOUND 6730642863803585589, t = (nil)
NOT FOUND 4249863208771367552, t = (nil)
NOT FOUND 7618052644901597246, t = (nil)
NOT FOUND 7234977375636601795, t = (nil)
NOT FOUND 6827193263939345950, t = (nil)
NOT FOUND 7478900596124659872, t = (nil)
NOT FOUND 5482182948564829332, t = (nil)
NOT FOUND 1958431931760232419, t = (nil)
NOT FOUND 8225659177526302634, t = (nil)
NOT FOUND 3270333555022877990, t = (nil)
NOT FOUND 3996627237518546565, t = (nil)
NOT FOUND 3563484571566844132, t = (nil)
NOT FOUND 3532758785006276284, t = (nil)
NOT FOUND 8761781576936666077, t = (nil)
NOT FOUND 6561300739308127549, t = (nil)
NOT FOUND 8864609710263007802, t = (nil)
NOT FOUND 8999263322143384578, t = (nil)
NOT FOUND 2915375626875169006, t = (nil)
NOT FOUND 2532726274916691519, t = (nil)
NOT FOUND 3984626074126114071, t = (nil)
NOT FOUND 6844993270233349042, t = (nil)
NOT FOUND 6912155102172229321, t = (nil)
NOT FOUND 6742296348235652594, t = (nil)
NOT FOUND 3278940774560572108, t = (nil)
NOT FOUND 7586850939381803553, t = (nil)
NOT FOUND 300065568023464789, t = (nil)
NOT FOUND 8123724756484904919, t = (nil)
NOT FOUND 8471766162691786014, t = (nil)
NOT FOUND 507086764765365864, t = (nil)
NOT FOUND 718116891087623984, t = (nil)
NOT FOUND 6912155102172229321, t = (nil)
NOT FOUND 7667723340756874293, t = (nil)
NOT FOUND 2407815684461049515, t = (nil)
NOT FOUND 2953234790083946417, t = (nil)
NOT FOUND 6742296348235652594, t = (nil)
NOT FOUND 6912155102172229321, t = (nil)
NOT FOUND 1014331970949805253, t = (nil)
NOT FOUND 5953467939972664409, t = (nil)
NOT FOUND 274646716259037180, t = (nil)
NOT FOUND 8636065027426377852, t = (nil)
NOT FOUND 3494830142114589051, t = (nil)
NOT FOUND 6730642863803585589, t = (nil)
NOT FOUND 6280183011401165545, t = (nil)
NOT FOUND 4709097140842631208, t = (nil)
NOT FOUND 470461141682700843, t = (nil)
NOT FOUND 5127964090206033452, t = (nil)
NOT FOUND 8349880703766620150, t = (nil)
NOT FOUND 507086764765365864, t = (nil)
NOT FOUND 5246646145070060834, t = (nil)
NOT FOUND 7481130020263037501, t = (nil)
NOT FOUND 2587166608913675856, t = (nil)
NOT FOUND 4249863208771367552, t = (nil)
NOT FOUND 411443194918184880, t = (nil)
NOT FOUND 786628718975480414, t = (nil)
NOT FOUND 3092493301756857877, t = (nil)
NOT FOUND 2463250413432177518, t = (nil)
NOT FOUND 2822501271879514125, t = (nil)
NOT FOUND 7551389424764326121, t = (nil)
NOT FOUND 7586850939381803553, t = (nil)
NOT FOUND 5386972438279081525, t = (nil)
NOT FOUND 4249863208771367552, t = (nil)
NOT FOUND 470461141682700843, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 3370932412012075473, t = (nil)
NOT FOUND 3050239435090153162, t = (nil)
NOT FOUND 1804970923556698664, t = (nil)
NOT FOUND 7159371339217708412, t = (nil)
NOT FOUND 465563855668576686, t = (nil)
NOT FOUND 2025819352673536793, t = (nil)
NOT FOUND 8064933688700822972, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 8864609710263007802, t = (nil)
NOT FOUND 1434970525752595286, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 3617859004297049115, t = (nil)
NOT FOUND 864856502104752234, t = (nil)
NOT FOUND 5315633058284255766, t = (nil)
NOT FOUND 8738833547811922413, t = (nil)
NOT FOUND 6352313900901768224, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 7498904444620953137, t = (nil)
NOT FOUND 2910983851824271282, t = (nil)
NOT FOUND 1942817302074278124, t = (nil)
NOT FOUND 6155283526999247353, t = (nil)
NOT FOUND 8096983486987679867, t = (nil)
NOT FOUND 7931995309792846332, t = (nil)
NOT FOUND 7953959486521538609, t = (nil)
NOT FOUND 9153130512114903594, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 4876167907497039456, t = (nil)
NOT FOUND 1725250498674752506, t = (nil)
NOT FOUND 470461141682700843, t = (nil)
NOT FOUND 1506835145546891200, t = (nil)
NOT FOUND 5233826862456031461, t = (nil)
NOT FOUND 5736806912587107227, t = (nil)
NOT FOUND 2562669241194930242, t = (nil)
NOT FOUND 7735308733634556778, t = (nil)
NOT FOUND 8104902549499887474, t = (nil)
NOT FOUND 5431113445774824488, t = (nil)
NOT FOUND 6810160158764818012, t = (nil)
NOT FOUND 5576291690457134882, t = (nil)
NOT FOUND 470461141682700843, t = (nil)
NOT FOUND 7041350403395007167, t = (nil)
NOT FOUND 8373763219283989922, t = (nil)
NOT FOUND 8279180965611383041, t = (nil)
NOT FOUND 4299082788657245686, t = (nil)
NOT FOUND 8460753596624252495, t = (nil)
NOT FOUND 6352130835748775629, t = (nil)
NOT FOUND 4346646628652978421, t = (nil)
NOT FOUND 5332587156792699808, t = (nil)
NOT FOUND 2261678994849023043, t = (nil)
NOT FOUND 3001055709823098921, t = (nil)
NOT FOUND 5611558471056901405, t = (nil)
NOT FOUND 4249863208771367552, t = (nil)
NOT FOUND 2573619369941975046, t = (nil)
NOT FOUND 401451072462654684, t = (nil)
NOT FOUND 1641233529731448486, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 7929024574683918401, t = (nil)
NOT FOUND 8583328449787432956, t = (nil)
NOT FOUND 1958738320163353557, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 6534525406441185524, t = (nil)
NOT FOUND 7225118783844261335, t = (nil)
NOT FOUND 7919633494451058083, t = (nil)
NOT FOUND 8169957986761711708, t = (nil)
NOT FOUND 4660977560005240567, t = (nil)
NOT FOUND 3008514315863659664, t = (nil)
NOT FOUND 8407706210784442004, t = (nil)
NOT FOUND 3338172002793369625, t = (nil)
NOT FOUND 249787473164603151, t = (nil)
NOT FOUND 8821226356286316102, t = (nil)
NOT FOUND 2530677139552661814, t = (nil)
NOT FOUND 4502660850895808940, t = (nil)
NOT FOUND 908643638587711726, t = (nil)
NOT FOUND 4580448956079679476, t = (nil)
NOT FOUND 4157788916672171540, t = (nil)
NOT FOUND 7422414870556797402, t = (nil)
NOT FOUND 3228850755852354012, t = (nil)
NOT FOUND 7544325869449425447, t = (nil)
NOT FOUND 3465394872276903105, t = (nil)
NOT FOUND 6682725323137226893, t = (nil)
NOT FOUND 3873421222005185937, t = (nil)
NOT FOUND 6635855592061210434, t = (nil)
NOT FOUND 770304460365420756, t = (nil)
NOT FOUND 9109275543192637420, t = (nil)
NOT FOUND 6098583049792901885, t = (nil)
NOT FOUND 4089983184204616304, t = (nil)
NOT FOUND 6797988555267025223, t = (nil)
NOT FOUND 7186335172293212031, t = (nil)
NOT FOUND 8532484716002504582, t = (nil)
NOT FOUND 6571199954956988759, t = (nil)
NOT FOUND 8120707443435330809, t = (nil)
NOT FOUND 1541514293307209821, t = (nil)
NOT FOUND 8660938880003925592, t = (nil)
NOT FOUND 3752556100647521342, t = (nil)
NOT FOUND 2029778444616200194, t = (nil)
NOT FOUND 5317121145368736312, t = (nil)
NOT FOUND 643399103161508118, t = (nil)
NOT FOUND 816895727907677441, t = (nil)
NOT FOUND 8384398786940015159, t = (nil)
NOT FOUND 3259813492853680135, t = (nil)
NOT FOUND 246175564585914123, t = (nil)
NOT FOUND 1551047688227977083, t = (nil)
NOT FOUND 507086764765365864, t = (nil)
NOT FOUND 6730642863803585589, t = (nil)
NOT FOUND 3529162993356971986, t = (nil)
NOT FOUND 1541514293307209821, t = (nil)
NOT FOUND 1541514293307209821, t = (nil)
NOT FOUND 8864609710263007802, t = (nil)
NOT FOUND 4331451119587684451, t = (nil)
NOT FOUND 1835103417233788148, t = (nil)
NOT FOUND 3026275104969998214, t = (nil)
NOT FOUND 6745415872914408019, t = (nil)
NOT FOUND 4430347524847660809, t = (nil)
NOT FOUND 7104212773782279418, t = (nil)
NOT FOUND 4112801039719089621, t = (nil)
NOT FOUND 8761781576936666077, t = (nil)
NOT FOUND 2867595639746658072, t = (nil)
NOT FOUND 6457209656967179307, t = (nil)
NOT FOUND 8666082898251347595, t = (nil)
NOT FOUND 2774903211491789472, t = (nil)
NOT FOUND 86794018811716002, t = (nil)
NOT FOUND 2793000791198541033, t = (nil)
NOT FOUND 406109194080634022, t = (nil)
NOT FOUND 2697136020958492643, t = (nil)
NOT FOUND 3933183987079930993, t = (nil)
NOT FOUND 4122397274871077953, t = (nil)
NOT FOUND 1752739253371059692, t = (nil)
NOT FOUND 1284689770450452975, t = (nil)
NOT FOUND 7599079008715861362, t = (nil)
NOT FOUND 2407815684461049515, t = (nil)
NOT FOUND 6912155102172229321, t = (nil)
NOT FOUND 6674259363970303801, t = (nil)
NOT FOUND 1965700492132198272, t = (nil)
NOT FOUND 6563837321055791987, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 5974758768991524133, t = (nil)
NOT FOUND 2374006422025244053, t = (nil)
NOT FOUND 3200441554745912035, t = (nil)
NOT FOUND 395884639996759713, t = (nil)
NOT FOUND 6997203088873570287, t = (nil)
NOT FOUND 2793222760209039457, t = (nil)
NOT FOUND 8939574965296198517, t = (nil)
NOT FOUND 6536991490509988030, t = (nil)
NOT FOUND 8633614759888898960, t = (nil)
NOT FOUND 5885153645841294565, t = (nil)
NOT FOUND 7966790899761424481, t = (nil)
NOT FOUND 1140173505236227524, t = (nil)
NOT FOUND 7568978642005785879, t = (nil)
NOT FOUND 3971641588484624402, t = (nil)
NOT FOUND 1683433508798501828, t = (nil)
NOT FOUND 3331719545276184594, t = (nil)
NOT FOUND 6912155102172229321, t = (nil)
NOT FOUND 7646889658764823916, t = (nil)
NOT FOUND 1033897386505232644, t = (nil)
NOT FOUND 6730642863803585589, t = (nil)
NOT FOUND 2055738048131538741, t = (nil)
NOT FOUND 4639033757540241629, t = (nil)
NOT FOUND 6730642863803585589, t = (nil)
NOT FOUND 3414615694729295679, t = (nil)
NOT FOUND 5315152403954317554, t = (nil)
NOT FOUND 2078005593984525205, t = (nil)
NOT FOUND 3127325265663419642, t = (nil)
NOT FOUND 1769704048959049135, t = (nil)
NOT FOUND 1735046358262647029, t = (nil)
NOT FOUND 8407706210784442004, t = (nil)
NOT FOUND 3493972703115008705, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 8165504289921033147, t = (nil)
NOT FOUND 5447561931869447541, t = (nil)
NOT FOUND 760753860195761654, t = (nil)
NOT FOUND 4073260905015677808, t = (nil)
NOT FOUND 3860205790914871251, t = (nil)
NOT FOUND 6396665154156818066, t = (nil)
NOT FOUND 57816979642702606, t = (nil)
NOT FOUND 4486400804726440922, t = (nil)
NOT FOUND 7764401720590053901, t = (nil)
NOT FOUND 6730642863803585589, t = (nil)
NOT FOUND 2407815684461049515, t = (nil)
NOT FOUND 6742296348235652594, t = (nil)
NOT FOUND 6522171333114943455, t = (nil)
NOT FOUND 6236574583808025989, t = (nil)
NOT FOUND 7394150163847065900, t = (nil)
NOT FOUND 470461141682700843, t = (nil)
NOT FOUND 3661002702491627243, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 3472711503382559747, t = (nil)
NOT FOUND 2051335785772278290, t = (nil)
NOT FOUND 215782810054937285, t = (nil)
NOT FOUND 1541514293307209821, t = (nil)
NOT FOUND 8670140208650810964, t = (nil)
NOT FOUND 4249863208771367552, t = (nil)
NOT FOUND 5875068664734095614, t = (nil)
NOT FOUND 4936710512332949471, t = (nil)
NOT FOUND 3738946587069823910, t = (nil)
NOT FOUND 7897810157572634497, t = (nil)
NOT FOUND 6254097233045778301, t = (nil)
NOT FOUND 6060852367454655541, t = (nil)
NOT FOUND 1556094479724317446, t = (nil)
NOT FOUND 6730642863803585589, t = (nil)
NOT FOUND 5296033318989754360, t = (nil)
NOT FOUND 5317121145368736312, t = (nil)
NOT FOUND 1740122406211129202, t = (nil)
NOT FOUND 2222948317439976030, t = (nil)
NOT FOUND 2980859148100449337, t = (nil)
NOT FOUND 1534094058314430109, t = (nil)
NOT FOUND 5198392870215943864, t = (nil)
NOT FOUND 7280767276832467967, t = (nil)
NOT FOUND 5505010631926850700, t = (nil)
NOT FOUND 5572165294437730525, t = (nil)
NOT FOUND 2407815684461049515, t = (nil)
NOT FOUND 470461141682700843, t = (nil)
NOT FOUND 7854848104175554215, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 3747329319728589371, t = (nil)
NOT FOUND 3010053782409067647, t = (nil)
NOT FOUND 7572714503285961977, t = (nil)
NOT FOUND 2002274299312152111, t = (nil)
NOT FOUND 6716165487291132787, t = (nil)
NOT FOUND 3679218183361976020, t = (nil)
NOT FOUND 3475344448548190932, t = (nil)
NOT FOUND 2255688640796940454, t = (nil)
NOT FOUND 7819932056833238110, t = (nil)
NOT FOUND 110262277622443878, t = (nil)
NOT FOUND 6181095311120734702, t = (nil)
NOT FOUND 6730642863803585589, t = (nil)
NOT FOUND 6171487520064208036, t = (nil)
NOT FOUND 7520204438284485863, t = (nil)
NOT FOUND 8690553578398136786, t = (nil)
NOT FOUND 8142983092792888892, t = (nil)
NOT FOUND 5445149941464694400, t = (nil)
NOT FOUND 4901574163659643396, t = (nil)
NOT FOUND 6666571772850015121, t = (nil)
NOT FOUND 2332992293517486465, t = (nil)
NOT FOUND 8470423406670661205, t = (nil)
NOT FOUND 531464453888425644, t = (nil)
NOT FOUND 2910983851824271282, t = (nil)
NOT FOUND 3569146520809233787, t = (nil)
NOT FOUND 1759255287928892640, t = (nil)
NOT FOUND 8652405215010532076, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 4868706763703332882, t = (nil)
NOT FOUND 4813959295986241496, t = (nil)
NOT FOUND 1078022374062755954, t = (nil)
NOT FOUND 9055584598141575751, t = (nil)
NOT FOUND 8338993014787741318, t = (nil)
NOT FOUND 7125344699890216898, t = (nil)
NOT FOUND 7798357794360351749, t = (nil)
NOT FOUND 7877348069269454850, t = (nil)
NOT FOUND 3541175142982637910, t = (nil)
NOT FOUND 2108078085292058938, t = (nil)
NOT FOUND 2922702062740531217, t = (nil)
NOT FOUND 1038256936675532666, t = (nil)
NOT FOUND 1929748124991854310, t = (nil)
NOT FOUND 6268116887848357211, t = (nil)
NOT FOUND 8056376065506272586, t = (nil)
NOT FOUND 1507162125533290291, t = (nil)
NOT FOUND 3362546071952503734, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 1422915837648908779, t = (nil)
NOT FOUND 475206754718988446, t = (nil)
NOT FOUND 6802429385726359269, t = (nil)
NOT FOUND 6821305534615967020, t = (nil)
NOT FOUND 3051419350736556591, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 6133769043347837058, t = (nil)
NOT FOUND 7086166479245164165, t = (nil)
NOT FOUND 5490607856898114988, t = (nil)
NOT FOUND 2946646978165418307, t = (nil)
NOT FOUND 6677395576935251142, t = (nil)
NOT FOUND 4204155130572599880, t = (nil)
NOT FOUND 6382415576578101473, t = (nil)
NOT FOUND 5997019604907882750, t = (nil)
NOT FOUND 8989231051078918517, t = (nil)
NOT FOUND 7826196736536255566, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 3623600417547302358, t = (nil)
NOT FOUND 2043828342150390132, t = (nil)
NOT FOUND 6881432203231001579, t = (nil)
NOT FOUND 8617887396262054438, t = (nil)
NOT FOUND 522856622083104391, t = (nil)
NOT FOUND 5181222550338423740, t = (nil)
NOT FOUND 7826196736536255566, t = (nil)
NOT FOUND 1668721772183002404, t = (nil)
NOT FOUND 2630212346828693166, t = (nil)
NOT FOUND 2642286014119629954, t = (nil)
NOT FOUND 6931948826968447216, t = (nil)
NOT FOUND 2017940069650009946, t = (nil)
NOT FOUND 8154922404462627501, t = (nil)
NOT FOUND 8393567498326614049, t = (nil)
NOT FOUND 8153942232063660782, t = (nil)
NOT FOUND 9206086854745533551, t = (nil)
NOT FOUND 2359039356304542015, t = (nil)
NOT FOUND 8570051021405611639, t = (nil)
NOT FOUND 2265454453610366250, t = (nil)
NOT FOUND 3940876417424629747, t = (nil)
NOT FOUND 6730642863803585589, t = (nil)
NOT FOUND 1875791031445756872, t = (nil)
NOT FOUND 4936269932752289952, t = (nil)
NOT FOUND 5726057230355989855, t = (nil)
NOT FOUND 1817214084488994640, t = (nil)
NOT FOUND 6748537943853868339, t = (nil)
NOT FOUND 6912155102172229321, t = (nil)
NOT FOUND 2103869058181166406, t = (nil)
NOT FOUND 1541514293307209821, t = (nil)
NOT FOUND 5824531415540067048, t = (nil)
NOT FOUND 2842740450442936366, t = (nil)
NOT FOUND 2823704523936607876, t = (nil)
NOT FOUND 4831578364169066838, t = (nil)
NOT FOUND 6791010305303663134, t = (nil)
NOT FOUND 7572714503285961977, t = (nil)
NOT FOUND 8361102671936145240, t = (nil)
NOT FOUND 4234512509147763398, t = (nil)
NOT FOUND 8837552148129222763, t = (nil)
NOT FOUND 2494312267145230389, t = (nil)
NOT FOUND 4249863208771367552, t = (nil)
NOT FOUND 6899085289952751893, t = (nil)
NOT FOUND 7255781598937909152, t = (nil)
NOT FOUND 8137551940492039117, t = (nil)
NOT FOUND 8624092579849059238, t = (nil)
NOT FOUND 1659294918308158677, t = (nil)
NOT FOUND 166600988318558279, t = (nil)
NOT FOUND 6370110593625388291, t = (nil)
NOT FOUND 6149691515548195119, t = (nil)
NOT FOUND 5682845532292624108, t = (nil)
NOT FOUND 1033824374921193209, t = (nil)
NOT FOUND 6257795912964538625, t = (nil)
NOT FOUND 1278802456677433033, t = (nil)
NOT FOUND 1983215887120534576, t = (nil)
NOT FOUND 7071027475106773288, t = (nil)
NOT FOUND 267938883123717926, t = (nil)
NOT FOUND 4664842283152139375, t = (nil)
NOT FOUND 8322979687701157546, t = (nil)
NOT FOUND 8504249511381175609, t = (nil)
NOT FOUND 4792608266997706415, t = (nil)
NOT FOUND 5764116265355105176, t = (nil)
NOT FOUND 7704986866547133559, t = (nil)
NOT FOUND 4502424808830851501, t = (nil)
NOT FOUND 5125993912800989013, t = (nil)
NOT FOUND 2601004145355765634, t = (nil)
NOT FOUND 2522298857274719819, t = (nil)
NOT FOUND 6012095548461710024, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 2858803366238476392, t = (nil)
NOT FOUND 1595893149963662581, t = (nil)
NOT FOUND 1127108596528022208, t = (nil)
NOT FOUND 501022704665991662, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 5317121145368736312, t = (nil)
NOT FOUND 6191396069737203811, t = (nil)
NOT FOUND 1179346518503607808, t = (nil)
NOT FOUND 3218928382978452154, t = (nil)
NOT FOUND 4543330121025849438, t = (nil)
NOT FOUND 8112919465182826458, t = (nil)
NOT FOUND 5932815362685953178, t = (nil)
NOT FOUND 4497185403120755278, t = (nil)
NOT FOUND 8164961466272837195, t = (nil)
NOT FOUND 91791306360121083, t = (nil)
NOT FOUND 8397417134469182188, t = (nil)
NOT FOUND 496579706922022527, t = (nil)
NOT FOUND 8758293416171730571, t = (nil)
NOT FOUND 8681739547344241066, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 7087140609118751320, t = (nil)
NOT FOUND 6882630836287556711, t = (nil)
NOT FOUND 3837936191326873014, t = (nil)
NOT FOUND 24247191827408449, t = (nil)
NOT FOUND 5102086183331425195, t = (nil)
NOT FOUND 2855001951581762622, t = (nil)
NOT FOUND 4299428484160671613, t = (nil)
NOT FOUND 8181817789639417963, t = (nil)
NOT FOUND 3789597925977745063, t = (nil)
NOT FOUND 2727993653991281443, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 1707153659694037170, t = (nil)
NOT FOUND 1828492294731448449, t = (nil)
NOT FOUND 2567422435549435957, t = (nil)
NOT FOUND 3629669378010945013, t = (nil)
NOT FOUND 8040157278629792, t = (nil)
NOT FOUND 7565951188439982649, t = (nil)
NOT FOUND 4342589811662059633, t = (nil)
NOT FOUND 9182967354661636421, t = (nil)
NOT FOUND 825699567338504934, t = (nil)
NOT FOUND 2070394501691345211, t = (nil)
NOT FOUND 1023417345452240749, t = (nil)
NOT FOUND 1265486413508966190, t = (nil)
NOT FOUND 3475344448548190932, t = (nil)
NOT FOUND 8110673742950099158, t = (nil)
NOT FOUND 4249863208771367552, t = (nil)
NOT FOUND 8281253110612022632, t = (nil)
NOT FOUND 350318360071026103, t = (nil)
NOT FOUND 196657233477263663, t = (nil)
NOT FOUND 6912155102172229321, t = (nil)
NOT FOUND 6855521279139262490, t = (nil)
NOT FOUND 332858834536606178, t = (nil)
NOT FOUND 1811481534134875418, t = (nil)
NOT FOUND 3218511678601987184, t = (nil)
NOT FOUND 2285043795091293033, t = (nil)
NOT FOUND 279770981650655940, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 8239357870348027489, t = (nil)
NOT FOUND 6767984925432611042, t = (nil)
NOT FOUND 5489027398089413644, t = (nil)
NOT FOUND 7106946636861893629, t = (nil)
NOT FOUND 3658253890174987795, t = (nil)
NOT FOUND 3868120858066850976, t = (nil)
NOT FOUND 8938876316753976045, t = (nil)
NOT FOUND 950948442203793591, t = (nil)
NOT FOUND 8178125333746026561, t = (nil)
NOT FOUND 5267794860196275234, t = (nil)
NOT FOUND 410153693120152232, t = (nil)
NOT FOUND 8429188328029159633, t = (nil)
NOT FOUND 1396969957869662014, t = (nil)
NOT FOUND 5195575850491754764, t = (nil)
NOT FOUND 7270056683751416002, t = (nil)
NOT FOUND 8623720046487826169, t = (nil)
NOT FOUND 4649400441854581270, t = (nil)
NOT FOUND 5660710147892425358, t = (nil)
NOT FOUND 8033550586247941436, t = (nil)
NOT FOUND 3062904554207095302, t = (nil)
NOT FOUND 7510439271864188869, t = (nil)
NOT FOUND 2399498355145167698, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 731996120079744776, t = (nil)
NOT FOUND 2422800766979621059, t = (nil)
NOT FOUND 8399630261181209851, t = (nil)
NOT FOUND 3968363590773392448, t = (nil)
NOT FOUND 1541514293307209821, t = (nil)
NOT FOUND 4009087302622086017, t = (nil)
NOT FOUND 3661002702491627243, t = (nil)
NOT FOUND 413569288143127306, t = (nil)
NOT FOUND 4522933903777599044, t = (nil)
NOT FOUND 822007065226903591, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 2907507001584081439, t = (nil)
NOT FOUND 4785896083117589753, t = (nil)
NOT FOUND 2974475108152003828, t = (nil)
NOT FOUND 1447701077579673332, t = (nil)
NOT FOUND 6407789562607576955, t = (nil)
NOT FOUND 7348889303791454437, t = (nil)
NOT FOUND 1653087436030137317, t = (nil)
NOT FOUND 3378941764962857470, t = (nil)
NOT FOUND 451113249809919483, t = (nil)
NOT FOUND 296976245750672422, t = (nil)
NOT FOUND 7210519734150104919, t = (nil)
NOT FOUND 8516002406990165758, t = (nil)
NOT FOUND 3604533408739339420, t = (nil)
NOT FOUND 8772575481795561384, t = (nil)
NOT FOUND 5132112753492125482, t = (nil)
NOT FOUND 7640929385945687009, t = (nil)
NOT FOUND 8731170900197282221, t = (nil)
NOT FOUND 2944510636653939676, t = (nil)
NOT FOUND 2422703535175568346, t = (nil)
NOT FOUND 7819932056833238110, t = (nil)
NOT FOUND 5769743408437025573, t = (nil)
NOT FOUND 7037127565210258408, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 5098678738114059407, t = (nil)
NOT FOUND 5902139054876187964, t = (nil)
NOT FOUND 8613253292042364318, t = (nil)
NOT FOUND 1642124080707812783, t = (nil)
NOT FOUND 3528259589893677282, t = (nil)
NOT FOUND 8612416740435395583, t = (nil)
NOT FOUND 8090857417792491942, t = (nil)
NOT FOUND 9066056854636773331, t = (nil)
NOT FOUND 216095052225901862, t = (nil)
NOT FOUND 2910983851824271282, t = (nil)
NOT FOUND 5437038039246631789, t = (nil)
NOT FOUND 2104770245229848190, t = (nil)
NOT FOUND 6869154086316476259, t = (nil)
NOT FOUND 7402203570765607930, t = (nil)
NOT FOUND 6477500313540794512, t = (nil)
NOT FOUND 6599925737101942638, t = (nil)
NOT FOUND 3661002702491627243, t = (nil)
NOT FOUND 5782385591901054157, t = (nil)
NOT FOUND 5759263771764103016, t = (nil)
NOT FOUND 3682140802360643248, t = (nil)
NOT FOUND 6088923412112542760, t = (nil)
NOT FOUND 4803168078619424380, t = (nil)
NOT FOUND 7543757186765908664, t = (nil)
NOT FOUND 3088065688009558116, t = (nil)
NOT FOUND 6657001954904951835, t = (nil)
NOT FOUND 6743556345165943713, t = (nil)
NOT FOUND 5249967542651751362, t = (nil)
NOT FOUND 6095854524655701567, t = (nil)
NOT FOUND 7950454259630703076, t = (nil)
NOT FOUND 1820950290369186453, t = (nil)
NOT FOUND 2335195968408014373, t = (nil)
NOT FOUND 7166407759894357181, t = (nil)
NOT FOUND 8724056655252545170, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 187032429845990660, t = (nil)
NOT FOUND 2609412531619471376, t = (nil)
NOT FOUND 1304996252692696943, t = (nil)
NOT FOUND 483765947974185253, t = (nil)
NOT FOUND 2587732300672386730, t = (nil)
NOT FOUND 3872692915825894331, t = (nil)
NOT FOUND 1823156533471900043, t = (nil)
NOT FOUND 5244566861984625644, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 8392865440275468761, t = (nil)
NOT FOUND 5984191448698951083, t = (nil)
NOT FOUND 2226039224935710828, t = (nil)
NOT FOUND 6291104667894957968, t = (nil)
NOT FOUND 6912155102172229321, t = (nil)
NOT FOUND 6665798754844823362, t = (nil)
NOT FOUND 5651503756930064673, t = (nil)
NOT FOUND 249787473164603151, t = (nil)
NOT FOUND 4511536437652079628, t = (nil)
NOT FOUND 659450010935292384, t = (nil)
NOT FOUND 1641196970700341432, t = (nil)
NOT FOUND 3082999394005301399, t = (nil)
NOT FOUND 9138119301795291724, t = (nil)
NOT FOUND 7314134729804666899, t = (nil)
NOT FOUND 3888455881065013341, t = (nil)
NOT FOUND 4715107142759548955, t = (nil)
NOT FOUND 4746356883666273103, t = (nil)
NOT FOUND 8905932166232798025, t = (nil)
NOT FOUND 8240409230463814084, t = (nil)
NOT FOUND 2882575813564084609, t = (nil)
NOT FOUND 7706049828661629271, t = (nil)
NOT FOUND 7470893308589157582, t = (nil)
NOT FOUND 507086764765365864, t = (nil)
NOT FOUND 507086764765365864, t = (nil)
NOT FOUND 6988054725417170393, t = (nil)
NOT FOUND 2269148134709969439, t = (nil)
NOT FOUND 4419324491742014425, t = (nil)
NOT FOUND 1690154228208270927, t = (nil)
NOT FOUND 8385696688260889214, t = (nil)
NOT FOUND 1267872748839442067, t = (nil)
